Customer_ID,Full_Name,Email,Phone,Gender,Age,Join_Date,Segment,City,Country,Tenure_Days
CUST-331,Angela Bates,robert13@example.net,(811)706-3225x701,Female,61,2025-03-01,Basic,New Randyburgh,UK,473
CUST-332,Amanda George,frankstanley@example.net,(801)685-4097x10718,Female,28,2023-07-18,Premium,New Brianberg,India,1065
CUST-333,Lisa Peterson,sleon@example.org,(257)657-9807x927,Other,19,2024-09-18,Premium,Lake Lauren,India,637
CUST-334,Jesse Miller,wagnerrobin@example.org,(468)420-7642,Other,64,2022-08-27,Standard,West Deanna,USA,1390
CUST-335,Patrick Perez,hholmes@example.org,714-700-4197x422,Other,61,2022-08-05,Premium,Clarkville,India,1412
CUST-336,Samuel Dickson,romerokristen@example.net,+1-875-440-1104x58923,Male,61,2024-09-11,Basic,Lake Crystalmouth,India,644
CUST-337,Nathaniel Hudson,emily66@example.com,001-290-557-0369,Male,26,2026-01-13,Standard,South Tiffany,USA,155
CUST-338,Michael Washington,,001-382-392-9131x60743,Male,38,2023-10-29,Basic,Port Tyronefurt,Germany,962
CUST-339,Nicole Lopez,wagnernicholas@example.net,(676)294-9856,Female,41,2025-08-21,Standard,New Lisa,USA,300
CUST-340,Rita Conway,,+1-949-966-9216x949,Female,51,2023-04-25,Basic,Port Maria,India,1149
CUST-341,Rodney Lopez,alexisturner@example.org,+1-618-594-7138x50769,Other,39,2022-09-03,Standard,New Monica,India,1383
CUST-342,Michael Winters,ashley98@example.org,(915)463-6468,Other,20,2025-08-22,Basic,Connerchester,USA,299
CUST-343,Jessica Wolf,howardnicholas@example.net,001-837-566-7151x35814,Male,29,2025-11-02,Premium,North Davidhaven,Germany,227
CUST-344,Bob Caldwell,russellrios@example.net,(970)881-7095x920,Other,45,2022-10-28,Premium,Lake Michael,India,1328
CUST-345,Melanie Cox,,422.844.4578,Male,47,2023-07-17,Basic,West Kristine,USA,1066
CUST-346,Michael Sullivan,tammy35@example.com,+1-946-334-0632x711,Male,43,2024-08-06,Standard,North Brandon,USA,680
CUST-347,Brian Mcgrath,therrera@example.com,(876)699-8294,Female,65,2023-12-03,Standard,West Robyn,Germany,927
CUST-348,Rebecca Thomas,browningdestiny@example.org,001-306-798-2545,Male,38,2026-03-18,Premium,Alexisburgh,India,91
CUST-349,Sean Byrd,,490-679-4285x52252,Female,45,2024-03-09,Premium,Lake Ashley,Germany,830
CUST-350,Cassie Garcia,barbarastanley@example.org,7017903904,Male,43,2023-09-17,Premium,Bradshawhaven,USA,1004
CUST-351,Jose Gonzales,,980.294.8487,Other,50,2023-01-14,Standard,Josephton,India,1250
CUST-352,Stephen Sharp,bharper@example.net,Not Provider,Female,38,2024-12-31,Standard,Rebeccabury,UK,533
CUST-353,Scott Smith,rbond@example.com,(496)612-0145x9630,Male,52,2024-03-09,Premium,New Johnborough,USA,830
CUST-354,Stephen Hughes,,7879610477,Male,69,2024-03-02,Premium,Port Lindsey,USA,837
CUST-355,Joyce Beasley,,5076146523,Female,51,2023-03-14,Standard,Richardtown,USA,1191
CUST-356,George Wright,,6214341486,Other,58,2025-07-04,Standard,Churchview,India,348
CUST-357,Ashley Saunders,mitchelljoshua@example.org,(970)338-5066x6569,Female,68,2025-08-31,Standard,New Kimberlyshire,India,290
CUST-358,Mary Villarreal,suzannechan@example.com,8504013118,Female,64,2024-04-21,Standard,Joannville,UK,787
CUST-359,Jimmy Phillips,youngedward@example.com,498-214-6350x32018,Other,35,2022-12-28,Premium,Lake Sandra,Germany,1267
CUST-360,Diana Garcia,joseph52@example.net,295-993-0466,Other,28,2025-07-27,Premium,Ramirezhaven,USA,325
CUST-361,Juan Garcia,foxscott@example.com,001-968-336-2226x2740,Other,40,2022-10-25,Standard,Millsfurt,India,1331
CUST-362,Nancy Flores,ejohnson@example.org,001-534-805-7503x9642,Female,65,2024-12-06,Standard,Frankland,India,558
CUST-363,Hunter Gross,,(890)933-1662,Other,43,2024-12-13,Basic,South Anthonyport,Germany,551
CUST-364,Mallory Lewis,phillipsloan@example.org,(998)202-8731x26504,Female,34,2025-10-24,Standard,South Johnathan,UK,236
CUST-365,Joseph Clark,yperkins@example.org,5142198059,Female,22,2024-05-22,Standard,Williamsmouth,India,756
CUST-366,David Mccoy,larsenveronica@example.net,001-676-305-6842x24122,Female,61,2025-11-16,Basic,West Joseph,India,213
CUST-367,Micheal Garcia,xdavis@example.org,(721)454-2317,Other,28,2025-11-29,Basic,Taylorfort,Germany,200
CUST-368,Samuel Shepard,colinsanchez@example.net,001-376-530-3740x75078,Other,47,2025-12-10,Premium,Sarahville,India,189
CUST-369,Douglas Vance,ashields@example.org,+1-949-965-5027x97821,Female,32,2024-11-30,Premium,Melindaview,UK,564
CUST-370,Ashlee Lee,tracie50@example.net,731-318-1811x78918,Female,44,2023-10-31,Basic,North Debra,India,960
CUST-371,Brian Richardson,vcollins@example.net,+1-332-986-0854x515,Other,52,2024-02-02,Standard,Johnville,USA,866
CUST-372,Tyler Jones,morgandale@example.com,836-714-2016x824,Female,50,2023-02-18,Premium,Susanborough,USA,1215
CUST-373,Kristin Alexander,robertlambert@example.org,(969)747-1074x567,Male,37,2023-03-15,Premium,New Daniel,India,1190
CUST-374,Michael Kim,tbowman@example.net,+1-527-429-9452,Female,43,2025-02-14,Standard,Marcusmouth,India,488
CUST-375,Christine Tanner,caitlynharvey@example.org,+1-957-962-8096x987,Male,51,2024-01-26,Standard,Whiteview,USA,873
CUST-376,Joshua Meyer Dvm,jeffery73@example.net,706.931.5820x321,Male,19,2023-04-10,Standard,Smithmouth,India,1164
CUST-377,Paul Jimenez,kendra59@example.org,+1-915-984-6679,Female,52,2022-06-21,Standard,Grayborough,India,1457
CUST-378,Anita Woods,hallhannah@example.org,6907243540,Female,57,2025-02-08,Basic,West Jeremyburgh,USA,494
CUST-380,Connie Allison,clayton15@example.net,9519965607,Male,64,2023-11-18,Standard,East Ashley,USA,942
CUST-381,Brian Hanna,erikmoore@example.org,8669350131,Other,56,2026-03-09,Premium,North Carrie,UK,100
CUST-382,Jennifer Frank,watsonfrances@example.org,+1-442-904-2604x232,Male,23,2023-04-09,Standard,Perezview,India,1165
CUST-383,Meredith Charles,smithmelissa@example.net,726-266-9671,Male,26,2026-03-12,Premium,Griffintown,India,97
CUST-384,Dustin Lutz,triciamayer@example.net,255.546.3506x54780,Male,37,2024-05-15,Premium,South Annettemouth,India,763
CUST-385,Regina Smith,whayden@example.com,826.788.2401,Other,18,2023-06-07,Basic,Robertsonfort,India,1106
CUST-386,Alexis Davis,jacquelineware@example.org,(236)842-8038x5314,Male,43,2022-10-14,Basic,Katieberg,India,1342
CUST-387,Shelby Davila,ocruz@example.net,887.622.5681x936,Male,40,2024-02-24,Premium,Carriefurt,UK,844
CUST-388,Emily Ramos,johnhall@example.com,+1-338-882-7968x06749,Female,20,2024-04-26,Premium,South Gabrielberg,UK,782
CUST-389,George Vargas,tatedebbie@example.org,(400)739-4007x188,Other,21,2025-04-23,Standard,New Brian,India,420
CUST-390,Bryan Garcia,patriciaescobar@example.net,+1-779-513-8919x48173,Male,43,2026-05-06,Standard,New Richard,India,42
CUST-391,Ralph Smith,andrew87@example.com,478.605.2789,Male,64,2025-08-22,Standard,Floresport,UK,299
CUST-392,Tonya Mills,ccompton@example.net,001-749-646-2601x023,Female,55,2026-04-17,Basic,Jamesside,USA,61
CUST-393,David Mcmahon,jamessherman@example.org,513.915.6392x00478,Other,32,2023-03-12,Standard,Dylanburgh,India,1193
CUST-394,Rebecca Goodman,michaelbailey@example.net,990.437.0352,Other,38,2024-03-17,Premium,Port Andreabury,USA,822
CUST-395,Leonard Ruiz,fsmith@example.net,971-465-1664x204,Female,52,2026-02-28,Standard,Scottland,India,109
CUST-396,James Francis,smithaustin@example.org,624.705.3556,Male,63,2025-09-09,Premium,West Joseview,India,281
CUST-397,Alan Johnson,kevin79@example.org,+1-264-811-8541x84005,Female,69,2023-03-08,Basic,Frankhaven,USA,1197
CUST-398,Nathan Hart,vortiz@example.org,001-832-245-5500x00773,Other,31,2022-08-15,Basic,Port Gina,India,1402
CUST-399,Thomas Murphy,xlopez@example.com,001-397-470-8584x56278,Other,53,2024-04-10,Premium,Angelamouth,USA,798
CUST-400,Elizabeth Martinez,johnsoncarl@example.org,487.920.3066x46466,Male,29,2025-05-02,Basic,Jamesfurt,India,411
CUST-401,Charles Owens,kimberlythompson@example.org,(983)598-5610x6374,Male,34,2024-11-13,Premium,Wilsonbury,USA,581
CUST-402,Andrea Zimmerman,destiny81@example.org,(659)871-0787x75588,Other,56,2023-11-22,Basic,Butlerview,UK,938
CUST-403,Joshua Franco,stephanie04@example.net,534.233.2305x1774,Other,26,2024-03-25,Basic,Rodriguezberg,India,814
CUST-404,Laura Ellis,johnnynguyen@example.net,(866)630-8582x795,Female,52,2024-04-03,Basic,Rodgersshire,India,805
CUST-405,Vickie Hawkins,susan18@example.org,001-400-883-1620x17760,Female,30,2025-01-16,Basic,New Kelly,India,517
CUST-406,Sarah Buchanan,nhenderson@example.com,001-724-633-4848x991,Male,32,2022-09-09,Standard,Sextonview,India,1377
CUST-407,Vincent Mcclure,hernandezheather@example.org,(864)434-2451x89934,Female,35,2022-09-27,Standard,Garciaville,India,1359
CUST-408,Barbara Cannon,olsonsara@example.org,7723474401,Other,68,2025-10-23,Standard,Cunninghamstad,India,237
CUST-409,Beth Hill,julie40@example.net,4293561898,Female,50,2026-01-19,Basic,Port Annette,India,149
CUST-410,Trevor Wells,danielle62@example.net,4212016102,Female,23,2023-09-24,Basic,Kristenberg,India,997
CUST-411,Mary Lopez,jacqueline04@example.net,001-745-965-7358x103,Other,44,2024-05-28,Basic,Lake Tylerville,India,750
CUST-412,Jessica Daniels,hhenry@example.com,+1-623-658-0983x510,Female,40,2023-10-14,Standard,Troyshire,USA,977
CUST-413,Cassidy Wilson,fernandezfelicia@example.net,7384103930,Other,44,2024-01-24,Basic,Phamton,Germany,875
CUST-414,James Rodriguez,christopher23@example.org,(351)255-3540x142,Female,51,2023-07-15,Basic,Turnerchester,USA,1068
CUST-415,Daniel Hubbard,prattwalter@example.net,(521)268-8659,Other,63,2025-06-24,Standard,Amyshire,UK,358
CUST-416,Maria Norton,jeankidd@example.net,+1-307-608-8136x8363,Other,55,2023-12-20,Standard,North Nancybury,USA,910
CUST-417,Kenneth Hernandez,jonathanshaw@example.com,(673)760-8317x8817,Male,31,2024-04-28,Premium,Wellsstad,India,780
CUST-418,Christine Wilson,dgutierrez@example.org,282.419.9502x319,Male,53,2023-12-28,Premium,New Nathanielland,UK,902
CUST-419,Carlos Marsh,pclements@example.net,(606)729-2459x4764,Female,25,2026-04-29,Basic,Annamouth,USA,49
CUST-420,Leslie Perkins,moonjulie@example.org,+1-701-513-9846x8535,Male,52,2023-11-15,Basic,Michaelland,UK,945
CUST-421,Kevin Smith,storres@example.org,325.411.8311,Female,36,2022-11-01,Premium,South Pamelabury,India,1324
CUST-422,Curtis Wagner,nicoleflores@example.com,+1-886-288-3217,Female,47,2022-11-09,Basic,North Jessica,UK,1316
CUST-423,Lisa Chambers,jeffrey02@example.com,(395)921-6812,Female,31,2022-06-19,Standard,Porterburgh,USA,1459
CUST-424,Joe Watson,daniel08@example.com,317.631.6683x42741,Female,37,2025-08-06,Standard,Sanchezborough,India,315
CUST-425,Angela Kemp,alexander40@example.com,(531)406-2900x80534,Female,66,2025-08-19,Basic,East Seth,India,302
CUST-426,Steven Henderson,browntodd@example.org,001-563-355-2421x38040,Female,42,2024-05-19,Premium,East Erikville,Germany,759
CUST-427,Jessica Moore,madison98@example.com,+1-554-250-7551x36076,Male,57,2026-02-06,Basic,Phillipsland,USA,131
CUST-428,Christine Robbins,pwalker@example.org,(490)589-4705x0104,Male,41,2025-06-25,Basic,Bowenborough,India,357
CUST-429,Kayla Harper,abarker@example.com,+1-259-503-7242x93664,Male,31,2025-11-27,Basic,Robertville,India,202
CUST-430,Stephen Perkins,,644-248-7133x837,Other,43,2024-08-01,Basic,Port Danielle,UK,685
CUST-431,Andrew Cox,maryvaughan@example.org,400-632-1735,Other,55,2022-12-01,Standard,Lake Andrea,India,1294
CUST-432,Megan Allen,bjackson@example.com,629.745.5297x238,Female,40,2025-04-11,Basic,South Anthonyland,India,432
CUST-433,Heidi Hoffman,judyclark@example.net,552-653-1505,Other,39,2023-07-16,Standard,Royfort,India,1067
CUST-434,Rachel Baker,beckandrea@example.org,499-355-4635x505,Male,43,2025-04-29,Basic,Michaelaborough,India,414
CUST-435,Carl Bradley,gcaldwell@example.net,557.605.6826x67448,Female,36,2025-07-14,Standard,North Stevenmouth,India,338
CUST-436,Eric Garcia,sjackson@example.org,+1-531-655-9476,Female,63,2024-12-14,Premium,Port Jim,USA,550
CUST-437,Reginald Rodriguez,christinabaker@example.com,258.458.2320x9049,Male,68,2023-06-27,Standard,South Angelachester,USA,1086
CUST-438,Madeline Wilson,john50@example.com,(981)802-6067,Female,20,2025-12-25,Premium,New Aaronville,India,174
CUST-439,James Smith,lorigonzalez@example.com,592-555-4500x083,Other,59,2022-12-02,Premium,Estradaview,India,1293
CUST-440,John Conley,laura28@example.com,(486)759-0272x3369,Female,36,2025-07-06,Basic,Nicholasbury,India,346
CUST-441,Molly Foster,archersandra@example.com,+1-778-261-0520x899,Female,26,2022-10-12,Standard,Kellyview,India,1344
CUST-442,Megan Baker,spencer39@example.org,001-597-251-3100,Male,45,2023-12-18,Standard,Lake Ryanside,India,912
CUST-443,Laura Jones,jasminetanner@example.net,(771)528-4630x512,Other,37,2022-08-15,Basic,West Tammy,India,1402
CUST-444,Bonnie Rivera,sandersrichard@example.net,001-805-864-3881x618,Other,62,2024-06-15,Basic,Pacefurt,USA,732
CUST-445,Michael Ponce,yrowe@example.net,560-512-5074x94999,Female,24,2023-08-16,Basic,Port Jeanside,Germany,1036
CUST-446,Luis Brown,nbridges@example.com,+1-499-760-7497x42380,Other,31,2026-01-04,Premium,Lake Xavierhaven,UK,164
CUST-447,Yesenia Harris,faithcannon@example.net,001-964-307-8716,Other,26,2023-05-23,Basic,West Donna,India,1121
CUST-448,Jean Murray,melissamitchell@example.com,708-877-0331x3944,Other,36,2025-11-25,Basic,Brownchester,India,204
CUST-449,Allison Manning,kaylawiggins@example.net,Not Provider,Other,64,2025-09-13,Standard,West Mark,India,277
CUST-450,Hannah Parks,zjohnson@example.net,771.614.9677x98342,Other,69,2023-04-12,Premium,West Paul,India,1162
CUST-451,Kevin Fisher,christophercherry@example.net,347-541-1941,Female,43,2025-11-26,Premium,New Gregorytown,USA,203
CUST-452,Kim Boyer,torresjustin@example.org,272-799-0480,Female,55,2024-11-13,Basic,Port Jeffrey,India,581
CUST-453,Crystal Ray,rosejordan@example.com,684-505-2970,Other,53,2026-01-04,Basic,Fisherfort,Germany,164
CUST-454,Emily Shelton,olivia22@example.net,001-938-937-3976x88421,Male,57,2024-04-15,Standard,New Sheri,UK,793
CUST-455,Tracey Jackson,andrewspeggy@example.org,+1-840-848-1905x1014,Other,34,2025-12-09,Basic,East Brian,India,190
CUST-456,Dylan Krueger,framirez@example.com,001-908-578-7636x451,Male,47,2024-10-26,Standard,Johnsonberg,UK,599
CUST-457,Amy Reeves,rileyjesse@example.com,945.240.6033,Female,26,2025-03-15,Basic,Gonzalesmouth,India,459
CUST-458,William Hale,buchananchristie@example.org,6223309039,Female,50,2022-09-29,Premium,West Christopherbury,USA,1357
CUST-459,Christopher Holmes,tcrane@example.com,Not Provider,Female,69,2022-06-08,Premium,West Stefanie,India,1470
CUST-460,Francisco Hunt,melanienelson@example.net,+1-536-561-1718x3050,Other,42,2024-12-23,Premium,Blakefort,UK,541
CUST-461,Joshua Pearson,hlynch@example.com,792-355-5988x62356,Female,31,2026-03-16,Basic,Andrewtown,India,93
CUST-462,John Cook,jamie27@example.com,945.316.0959,Other,28,2025-10-30,Basic,Cunninghamstad,Germany,230
CUST-463,Monica Green,martinezcindy@example.org,001-617-812-2406x486,Other,52,2022-07-04,Standard,Mollyport,USA,1444
CUST-464,Jeremiah Sparks,haley29@example.com,(205)769-9158,Female,58,2023-08-03,Premium,Andersonmouth,UK,1049
CUST-465,April Stark,tylerlee@example.net,+1-980-527-8680,Female,31,2023-05-08,Standard,Port Ariel,India,1136
CUST-466,Aaron Lawrence,katherineallen@example.com,6183522076,Female,47,2022-06-26,Basic,Veronicaport,India,1452
CUST-467,John Hensley,johnoneill@example.net,001-329-361-8022,Male,58,2022-06-26,Standard,Robinland,India,1452
CUST-468,Joshua Knight,,(661)611-5834x11197,Male,21,2023-07-27,Basic,East Phillip,India,1056
CUST-469,Jasmine Vazquez,mikaylacampbell@example.com,992-972-6616,Other,21,2023-05-23,Premium,Hendrixmouth,India,1121
CUST-470,Amy Miller,,Not Provider,Male,45,2022-06-10,Basic,Lake Shawnfurt,India,1468
CUST-471,Janice Lopez Md,tflores@example.net,700.483.0864x02739,Male,25,2024-11-21,Premium,Hodgesmouth,India,573
CUST-472,Christopher Liu,xrhodes@example.com,(219)327-4935x352,Female,19,2023-07-30,Standard,Annefort,India,1053
CUST-473,Joel Yang,calebgordon@example.net,8499607081,Female,58,2025-04-04,Standard,West Diana,USA,439
CUST-474,Susan Mitchell,dmartinez@example.org,625-348-8006x05085,Other,63,2024-09-19,Premium,Browningview,India,636
CUST-475,Jake Turner,dclarke@example.net,857-763-8205x001,Other,39,2022-07-11,Basic,Smithville,India,1437
CUST-476,Chelsey Wilcox,jessicagarcia@example.org,001-343-782-6951x481,Male,58,2025-11-11,Standard,New Jonathan,India,218
CUST-477,Cody Taylor,sharoncarpenter@example.net,+1-458-743-8061,Other,33,2026-04-09,Premium,Brandontown,India,69
CUST-478,Willie Marquez,,+1-469-263-5260x73663,Female,46,2024-02-14,Premium,Kathleenland,USA,854
CUST-479,Zachary Mckinney,marie09@example.com,2309666187,Female,66,2022-10-21,Basic,West James,India,1335
CUST-480,Ronald Green,david04@example.org,405-317-4525x12443,Male,65,2025-03-25,Premium,Millerburgh,India,449
CUST-481,Michael Wilkerson,richardjenkins@example.org,(290)812-1557x667,Female,47,2023-04-10,Standard,South Lisaton,India,1164
CUST-482,Daniel Hayes,lauren89@example.org,3078795446,Female,29,2025-07-07,Standard,East Peter,India,345
CUST-483,Sharon Brock,diazzachary@example.org,001-996-421-3943x536,Female,52,2024-11-13,Basic,Barbaraberg,Germany,581
CUST-484,Billy Park,janice80@example.net,+1-800-269-0141,Female,28,2024-07-08,Basic,East Samanthabury,UK,709
CUST-485,Jenny Payne,reevesarthur@example.org,(474)259-0065x7164,Female,43,2022-08-13,Premium,Michellefurt,UK,1404
CUST-486,Elizabeth Russell,susan90@example.com,757.770.3013,Male,67,2024-03-28,Standard,West Brent,UK,811
CUST-487,Daniel Scott,jamielee@example.net,001-936-516-4275x76667,Other,38,2024-09-21,Standard,Brownmouth,USA,634
CUST-488,Lauren Jones,cooperkatherine@example.org,(346)720-3713x094,Male,38,2025-01-11,Premium,Lake Lisaport,India,522
CUST-489,Michael Glass,noahsandoval@example.org,+1-826-225-8978x61686,Male,22,2023-04-03,Basic,Popeton,USA,1171
CUST-490,Kyle Walker,waltersalan@example.org,001-750-867-1210,Male,65,2025-11-19,Basic,Lake Nancymouth,USA,210
CUST-491,William Moore,stacy45@example.org,491-378-3115x2089,Other,37,2023-07-29,Basic,Alexanderhaven,India,1054
CUST-492,Ronald Carlson,leegreg@example.com,519.214.7263x06162,Female,54,2023-07-26,Basic,Port Jessicamouth,USA,1057
CUST-493,Juan Shaw,erin75@example.net,+1-583-970-0759,Other,20,2026-03-18,Basic,Katieville,India,91
CUST-494,Jacob Nielsen,matthewkennedy@example.org,272-407-8489,Male,61,2026-03-27,Basic,West Jorgechester,India,82
CUST-495,Ana Chang,patricia51@example.com,494.686.5553,Other,50,2025-05-20,Basic,Bryantmouth,USA,393
CUST-496,Michael Harris,carriesmith@example.net,749-310-1751,Male,26,2025-02-20,Basic,New Josemouth,India,482
CUST-497,Pamela Jones,kelly33@example.net,660-968-6086x175,Female,26,2024-04-23,Premium,Jacquelineton,India,785
CUST-498,Jason Chavez,houseanthony@example.net,(412)419-3258,Male,21,2023-08-10,Standard,Robertstad,USA,1042
CUST-499,George Flores,cartercharles@example.com,711.286.6413x98138,Female,52,2026-01-10,Standard,Danafurt,USA,158
CUST-500,Nicole Johnson,shawna82@example.com,001-318-761-2128x29981,Male,34,2022-07-27,Standard,North Rebecca,India,1421
CUST-501,Holly Rios,ehamilton@example.com,+1-495-946-9205x54911,Male,51,2025-12-22,Basic,South Annette,USA,177
CUST-502,Chad Alvarez,ssmith@example.net,411.686.5548,Other,41,2024-01-28,Basic,South Coreymouth,USA,871
CUST-503,Adrian Curry,oconnellpaige@example.com,001-282-955-2261,Female,49,2024-04-17,Basic,Courtneymouth,India,791
CUST-504,Jonathan Richardson,cestrada@example.org,965.562.5728x214,Male,18,2026-05-05,Basic,East Michelle,USA,43
CUST-505,Amy Gonzalez,ashley86@example.com,+1-857-805-4654,Female,25,2025-01-11,Premium,North Austin,India,522
CUST-506,Samuel Gray,amy05@example.com,6535843269,Other,62,2024-01-06,Basic,North Danielbury,India,893
CUST-507,Kaitlyn Harding,floresdebra@example.org,(338)843-3689x5506,Female,40,2022-10-19,Standard,North James,India,1337
CUST-508,Kirsten Thomas,morriscathy@example.net,974.411.2579x6287,Other,64,2023-04-30,Basic,New Timothyburgh,India,1144
CUST-509,Karina Torres,brownomar@example.net,+1-344-988-8303x1652,Other,57,2023-07-29,Basic,New Kellystad,India,1054
CUST-510,Isaiah Harris,drakeapril@example.com,(998)794-7907,Female,29,2022-12-10,Premium,South Juliebury,UK,1285
CUST-511,Tonya Ortega,jgriffin@example.com,001-522-984-4491x2541,Female,29,2024-11-05,Premium,West Nataliestad,UK,589
CUST-512,Kim Sanchez,grahamkevin@example.com,(501)389-8930x526,Male,63,2025-01-28,Standard,Robertbury,India,505
CUST-513,Kayla Davis,tinacastillo@example.net,+1-554-724-6488x81344,Other,64,2025-10-03,Basic,New Robert,India,257
CUST-514,Dawn Rice,bevans@example.com,282-932-1118,Female,32,2022-08-23,Basic,Anthonymouth,India,1394
CUST-515,Jennifer Garrett,ybates@example.net,294.406.5052,Other,58,2025-08-16,Premium,North Tammy,India,305
CUST-516,Kimberly Combs,tonya05@example.net,310.221.5784x2969,Male,36,2022-09-19,Standard,Lake Shellyton,India,1367
CUST-517,Christopher Daugherty,sherrylopez@example.com,5478970324,Female,43,2026-04-29,Standard,North Adamville,India,49
CUST-518,Linda Warren,mary66@example.com,786.466.6420x06068,Female,69,2024-05-29,Premium,South Lisahaven,Germany,749
CUST-519,Gina Rangel,gyoung@example.org,442.541.4424,Other,46,2022-08-07,Premium,Valeriefurt,India,1410
CUST-520,Taylor Daniels,molinaallen@example.net,+1-518-388-7941x27200,Female,39,2023-01-25,Basic,Lake Patriciamouth,India,1239
CUST-521,Emily Young,henry15@example.com,388.499.8270,Female,57,2025-05-25,Standard,Beckerside,India,388
CUST-522,Lawrence Joyce,,+1-333-700-3887x059,Other,38,2022-10-15,Standard,Baldwinside,India,1341
CUST-523,Wendy Sullivan,zacharyprice@example.org,516.558.1477,Male,68,2023-01-14,Premium,West Erikamouth,India,1250
CUST-524,Jose Williams,,305-964-6278,Female,55,2023-11-13,Premium,Port Rachelside,India,947
CUST-525,Christopher Brown,jlowe@example.org,810.403.1438,Male,37,2026-02-03,Premium,New Natalieville,India,134
CUST-526,Kayla Moore,amanda56@example.org,9094762900,Other,46,2024-06-18,Standard,Martinezstad,India,729
CUST-527,Donald Duran,sortiz@example.org,307-782-4240,Other,68,2024-07-13,Premium,Lake Amandaberg,India,704
CUST-528,Dr. Michelle Thomas,judy56@example.com,6529818923,Male,21,2024-11-17,Standard,Lake Rachel,USA,577
CUST-529,Anthony Jones,kathleenmcdonald@example.com,826.653.5402,Female,43,2026-02-15,Premium,Cruzbury,India,122
CUST-530,Brian Padilla,stewartjames@example.net,+1-278-901-5234x2619,Female,45,2022-08-13,Standard,West Zachary,USA,1404
CUST-531,Nancy Robinson,ifowler@example.org,(858)792-2697x12573,Other,45,2026-04-10,Premium,South Kelsey,UK,68
CUST-532,Sean Miller,bwilliams@example.org,(298)271-3231,Other,21,2026-03-23,Standard,Howardchester,USA,86
CUST-533,Gwendolyn Smith,allisongarcia@example.com,001-495-926-6853x7154,Female,39,2026-04-15,Basic,Debraside,UK,63
CUST-534,Alex Holland,jbishop@example.net,400.932.2133,Male,29,2023-10-06,Basic,Williamhaven,India,985
CUST-535,Ricky Long,mary73@example.com,001-251-527-8368x3346,Other,62,2025-02-07,Standard,Murphyburgh,USA,495
CUST-536,Melissa Vargas,fletchervalerie@example.net,797.541.9544,Female,20,2024-07-20,Basic,Maryfurt,USA,697
CUST-537,Rebecca Lane,edwardscody@example.net,001-881-203-6917x3654,Female,39,2023-11-04,Basic,West Ashleyburgh,USA,956
CUST-538,Emily Nguyen,tyler85@example.com,845-540-0142x04097,Female,61,2024-11-21,Basic,South Cindybury,India,573
CUST-539,Leslie Hopkins,pbriggs@example.net,001-400-306-6903x9022,Male,19,2024-08-17,Standard,Pedrostad,Germany,669
CUST-540,Robert Thomas,yvette31@example.com,(938)380-2466x982,Female,43,2025-03-02,Standard,Lake Jennifer,India,472
CUST-541,Stacey Smith,lamemily@example.org,526-665-8847,Other,51,2026-02-03,Basic,East Kennethland,India,134
CUST-542,Corey Ray,armstrongadrienne@example.org,(984)719-3397,Male,43,2025-09-13,Standard,Robinsonport,USA,277
CUST-543,Maria Jenkins,ncisneros@example.net,662-882-4501x196,Other,58,2022-12-27,Basic,West Samuelmouth,USA,1268
CUST-544,Sarah Cardenas,mblair@example.org,(670)476-4827x890,Male,18,2023-09-27,Standard,Sharonside,India,994
CUST-545,David Peterson,nolanherbert@example.org,+1-566-632-2655,Female,25,2024-01-22,Standard,South Thomas,India,877
CUST-546,Tasha Hurst,erivera@example.org,233.950.5543x2070,Female,40,2024-03-29,Basic,East Stephaniestad,India,810
CUST-547,Christopher Ward,donaldsmith@example.net,624-225-8490x529,Male,55,2024-07-22,Standard,Johnsonburgh,UK,695
CUST-548,Shelby Gonzalez,iwoodward@example.org,001-689-848-6332x9731,Female,23,2026-01-21,Basic,Kimhaven,UK,147
CUST-549,Michelle Dyer,hhamilton@example.com,+1-442-977-9557x959,Other,39,2022-10-13,Standard,Andrewsburgh,India,1343
CUST-550,Vicki Fry,rebeccawilson@example.net,206.276.8330x0584,Female,42,2023-09-27,Premium,Davidside,USA,994
CUST-551,Michele Jensen,cynthiapotts@example.com,001-558-935-2978,Male,35,2025-04-20,Premium,Murphymouth,India,423
CUST-552,Roberta Buchanan,barnesjennifer@example.org,001-563-243-1999x7151,Other,34,2024-09-29,Basic,Johnville,India,626
CUST-553,Ryan Curtis,rebeccawilson@example.com,001-724-847-3110,Other,29,2025-01-07,Premium,West Johnchester,India,526
CUST-554,Betty Pena,brownjoseph@example.com,+1-901-700-7029x068,Male,23,2024-08-30,Standard,Robinsonshire,Germany,656
CUST-555,Justin Martin,stephen54@example.com,Not Provider,Other,43,2024-02-26,Basic,Josephhaven,India,842
CUST-556,Dylan Munoz,pwilliams@example.org,226.225.2239x049,Other,44,2023-10-23,Standard,Susanport,India,968
CUST-557,Justin Fleming,bsmall@example.org,292.922.8253x39063,Male,25,2023-07-07,Premium,Port Lisa,UK,1076
CUST-558,Benjamin Dillon,phyllismendoza@example.com,6277345601,Other,36,2026-02-01,Basic,Chenchester,India,136
CUST-559,Mackenzie Reed,jacqueline92@example.net,7836298157,Female,59,2023-12-11,Basic,Joneschester,UK,919
CUST-560,Christopher Castro,,+1-705-312-3811,Female,18,2025-12-29,Basic,Port Melissa,India,170
